{'type': 'P', 'id': 0, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c0_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c0_11S.jpeg', 'box': [786, 552, 861, 641], 'conf': 0.9, 'mae': 0.021, 'time': 72.0}
{'type': 'P', 'id': 11, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c10_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c10_11S.jpeg', 'box': [10, 378, 106, 484], 'conf': 0.82, 'mae': 0.038, 'time': 64.0}
{'type': 'P', 'id': 12, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c110_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c110_11S.jpeg', 'box': [686, 347, 707, 371], 'conf': 0.87, 'mae': 0.027, 'time': 181.0}
{'type': 'P', 'id': 13, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c111_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c111_11S.jpeg', 'box': [1752, 610, 1872, 766], 'conf': 0.9, 'mae': 0.021, 'time': 52.0}
{'type': 'P', 'id': 14, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c112_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c112_11S.jpeg', 'box': [1711, 555, 1733, 586], 'conf': 0.89, 'mae': 0.024, 'time': 188.0}
{'type': 'P', 'id': 15, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c113_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c113_11S.jpeg', 'box': [377, 16, 492, 160], 'conf': 0.78, 'mae': 0.045, 'time': 55.0}
{'type': 'P', 'id': 16, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c114_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c114_11S.jpeg', 'box': [693, 41, 731, 92], 'conf': 0.81, 'mae': 0.04, 'time': 193.0}
{'type': 'P', 'id': 17, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c115_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c115_11S.jpeg', 'box': [739, 295, 814, 386], 'conf': 0.79, 'mae': 0.043, 'time': 88.0}
{'type': 'P', 'id': 18, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c116_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c116_11S.jpeg', 'box': [1335, 215, 1441, 349], 'conf': 0.92, 'mae': 0.018, 'time': 55.0}
{'type': 'P', 'id': 19, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c117_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c117_11S.jpeg', 'box': [1040, 116, 1120, 208], 'conf': 0.93, 'mae': 0.015, 'time': 67.0}
{'type': 'P', 'id': 20, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c118_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c118_11S.jpeg', 'box': [184, 326, 250, 431], 'conf': 0.94, 'mae': 0.012, 'time': 92.0}
{'type': 'P', 'id': 21, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c119_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c119_11S.jpeg', 'box': [740, 139, 814, 236], 'conf': 0.91, 'mae': 0.019, 'time': 65.0}
{'type': 'P', 'id': 22, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c11_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c11_11S.jpeg', 'box': [702, 399, 828, 531], 'conf': 0.86, 'mae': 0.029, 'time': 47.0}
{'type': 'P', 'id': 23, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c120_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c120_11S.jpeg', 'box': [773, 224, 837, 333], 'conf': 0.91, 'mae': 0.018, 'time': 84.0}
{'type': 'P', 'id': 24, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c121_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c121_11S.jpeg', 'box': [307, 295, 333, 326], 'conf': 0.89, 'mae': 0.024, 'time': 173.0}
{'type': 'P', 'id': 25, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c122_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c122_11S.jpeg', 'box': [1239, 186, 1327, 296], 'conf': 0.76, 'mae': 0.05, 'time': 58.0}
{'type': 'P', 'id': 26, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c123_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c123_11S.jpeg', 'box': [544, 263, 619, 351], 'conf': 0.9, 'mae': 0.021, 'time': 68.0}
{'type': 'P', 'id': 27, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c124_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c124_11S.jpeg', 'box': [890, 185, 979, 299], 'conf': 0.85, 'mae': 0.031, 'time': 59.0}
{'type': 'P', 'id': 28, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c125_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c125_11S.jpeg', 'box': [683, 242, 763, 346], 'conf': 0.86, 'mae': 0.028, 'time': 67.0}
{'type': 'P', 'id': 29, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c126_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c126_11S.jpeg', 'box': [1477, 543, 1539, 644], 'conf': 0.58, 'mae': 0.088, 'time': 95.0}
{'type': 'P', 'id': 30, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c127_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c127_11S.jpeg', 'box': [1483, 580, 1551, 647], 'conf': 0.81, 'mae': 0.04, 'time': 79.0}
{'type': 'P', 'id': 31, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c128_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c128_11S.jpeg', 'box': [162, 336, 237, 423], 'conf': 0.88, 'mae': 0.025, 'time': 71.0}
{'type': 'P', 'id': 32, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c129_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c129_11S.jpeg', 'box': [1282, 598, 1418, 738], 'conf': 0.8, 'mae': 0.043, 'time': 47.0}
{'type': 'P', 'id': 33, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c12_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c12_11S.jpeg', 'box': [1054, 491, 1100, 540], 'conf': 0.91, 'mae': 0.019, 'time': 126.0}
{'type': 'P', 'id': 34, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c130_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c130_11S.jpeg', 'box': [1728, 174, 1795, 255], 'conf': 0.88, 'mae': 0.026, 'time': 74.0}
{'type': 'P', 'id': 35, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c131_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c131_11S.jpeg', 'box': [999, 233, 1101, 359], 'conf': 0.85, 'mae': 0.032, 'time': 50.0}
{'type': 'P', 'id': 36, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c132_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c132_11S.jpeg', 'box': [1640, 888, 1777, 1075], 'conf': 0.55, 'mae': 0.095, 'time': 47.0}
{'type': 'P', 'id': 37, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c133_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c133_11S.jpeg', 'box': [588, 772, 796, 1055], 'conf': 0.93, 'mae': 0.015, 'time': 38.0}
{'type': 'P', 'id': 38, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c134_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c134_11S.jpeg', 'box': [1522, 146, 1567, 202], 'conf': 0.92, 'mae': 0.017, 'time': 131.0}
{'type': 'P', 'id': 39, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c135_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c135_11S.jpeg', 'box': [1174, 334, 1274, 497], 'conf': 0.9, 'mae': 0.021, 'time': 54.0}
{'type': 'P', 'id': 40, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c136_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c136_11S.jpeg', 'box': [672, 32, 728, 105], 'conf': 0.77, 'mae': 0.049, 'time': 94.0}
{'type': 'P', 'id': 41, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c137_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c137_11S.jpeg', 'box': [909, 753, 949, 814], 'conf': 0.88, 'mae': 0.025, 'time': 193.0}
{'type': 'P', 'id': 42, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c138_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c138_11S.jpeg', 'box': [316, 46, 353, 92], 'conf': 0.81, 'mae': 0.039, 'time': 188.0}
{'type': 'P', 'id': 43, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c139_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c139_11S.jpeg', 'box': [381, 8, 397, 28], 'conf': 0.93, 'mae': 0.015, 'time': 172.0}
{'type': 'P', 'id': 44, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c13_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c13_11S.jpeg', 'box': [1657, 389, 1728, 534], 'conf': 0.85, 'mae': 0.031, 'time': 80.0}
{'type': 'P', 'id': 45, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c140_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c140_11S.jpeg', 'box': [1814, 90, 1858, 142], 'conf': 0.94, 'mae': 0.012, 'time': 132.0}
{'type': 'P', 'id': 46, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c141_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c141_11S.jpeg', 'box': [1233, 708, 1351, 857], 'conf': 0.85, 'mae': 0.032, 'time': 49.0}
{'type': 'P', 'id': 47, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c142_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c142_11S.jpeg', 'box': [955, 424, 1039, 529], 'conf': 0.92, 'mae': 0.017, 'time': 60.0}
{'type': 'P', 'id': 48, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c143_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c143_11S.jpeg', 'box': [62, 381, 112, 432], 'conf': 0.93, 'mae': 0.014, 'time': 114.0}
{'type': 'P', 'id': 49, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c144_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c144_11S.jpeg', 'box': [1085, 496, 1147, 576], 'conf': 0.76, 'mae': 0.051, 'time': 87.0}
{'type': 'P', 'id': 50, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c145_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c145_11S.jpeg', 'box': [773, 618, 937, 833], 'conf': 0.9, 'mae': 0.021, 'time': 44.0}
{'type': 'P', 'id': 51, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c146_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c146_11S.jpeg', 'box': [904, 948, 988, 1054], 'conf': 0.93, 'mae': 0.016, 'time': 56.0}
{'type': 'P', 'id': 52, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c147_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c147_11S.jpeg', 'box': [1475, 227, 1488, 243], 'conf': 0.92, 'mae': 0.016, 'time': 165.0}
{'type': 'P', 'id': 53, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c148_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c148_11S.jpeg', 'box': [1332, 842, 1431, 974], 'conf': 0.82, 'mae': 0.037, 'time': 47.0}
{'type': 'P', 'id': 54, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c149_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c149_11S.jpeg', 'box': [420, 334, 506, 449], 'conf': 0.87, 'mae': 0.028, 'time': 57.0}
{'type': 'P', 'id': 55, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c14_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c14_11S.jpeg', 'box': [1054, 409, 1147, 526], 'conf': 0.64, 'mae': 0.076, 'time': 55.0}
{'type': 'P', 'id': 56, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c150_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c150_11S.jpeg', 'box': [816, 625, 892, 719], 'conf': 0.91, 'mae': 0.018, 'time': 63.0}
{'type': 'P', 'id': 57, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c151_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c151_11S.jpeg', 'box': [1272, 159, 1301, 195], 'conf': 0.89, 'mae': 0.024, 'time': 175.0}
{'type': 'P', 'id': 58, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c152_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c152_11S.jpeg', 'box': [933, 371, 1009, 469], 'conf': 0.76, 'mae': 0.051, 'time': 66.0}
{'type': 'P', 'id': 59, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c153_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c153_11S.jpeg', 'box': [1560, 156, 1616, 257], 'conf': 0.89, 'mae': 0.023, 'time': 111.0}
{'type': 'P', 'id': 60, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c154_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c154_11S.jpeg', 'box': [468, 0, 527, 63], 'conf': 0.92, 'mae': 0.016, 'time': 84.0}
{'type': 'P', 'id': 61, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c155_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c155_11S.jpeg', 'box': [1239, 408, 1284, 479], 'conf': 0.88, 'mae': 0.024, 'time': 133.0}
{'type': 'P', 'id': 62, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c156_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c156_11S.jpeg', 'box': [218, 143, 265, 204], 'conf': 0.94, 'mae': 0.012, 'time': 120.0}
{'type': 'P', 'id': 63, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c157_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c157_11S.jpeg', 'box': [1411, 321, 1429, 343], 'conf': 0.92, 'mae': 0.016, 'time': 159.0}
{'type': 'P', 'id': 64, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c158_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c158_11S.jpeg', 'box': [577, 535, 710, 699], 'conf': 0.86, 'mae': 0.029, 'time': 47.0}
{'type': 'P', 'id': 65, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c159_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c159_11S.jpeg', 'box': [730, 616, 823, 731], 'conf': 0.87, 'mae': 0.028, 'time': 55.0}
{'type': 'P', 'id': 66, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c15_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c15_11S.jpeg', 'box': [663, 681, 693, 737], 'conf': 0.92, 'mae': 0.016, 'time': 183.0}
{'type': 'P', 'id': 67, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c160_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c160_11S.jpeg', 'box': [1710, 504, 1824, 659], 'conf': 0.77, 'mae': 0.047, 'time': 51.0}
{'type': 'P', 'id': 68, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c161_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c161_11S.jpeg', 'box': [210, 585, 315, 722], 'conf': 0.83, 'mae': 0.036, 'time': 48.0}
{'type': 'P', 'id': 69, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c162_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c162_11S.jpeg', 'box': [214, 314, 245, 352], 'conf': 0.92, 'mae': 0.017, 'time': 177.0}
{'type': 'P', 'id': 70, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c163_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c163_11S.jpeg', 'box': [219, 474, 287, 584], 'conf': 0.89, 'mae': 0.024, 'time': 76.0}
{'type': 'P', 'id': 71, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c164_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c164_11S.jpeg', 'box': [578, 268, 592, 286], 'conf': 0.94, 'mae': 0.013, 'time': 164.0}
{'type': 'P', 'id': 72, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c165_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c165_11S.jpeg', 'box': [446, 250, 568, 445], 'conf': 0.88, 'mae': 0.026, 'time': 46.0}
{'type': 'P', 'id': 73, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c166_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c166_11S.jpeg', 'box': [982, 195, 1043, 266], 'conf': 0.93, 'mae': 0.016, 'time': 80.0}
{'type': 'P', 'id': 74, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c167_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c167_11S.jpeg', 'box': [1655, 418, 1778, 570], 'conf': 0.87, 'mae': 0.027, 'time': 61.0}
{'type': 'P', 'id': 75, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c168_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c168_11S.jpeg', 'box': [3, 325, 36, 370], 'conf': 0.92, 'mae': 0.017, 'time': 170.0}
{'type': 'P', 'id': 76, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c169_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c169_11S.jpeg', 'box': [625, 246, 700, 353], 'conf': 0.87, 'mae': 0.028, 'time': 75.0}
{'type': 'P', 'id': 77, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c16_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c16_11S.jpeg', 'box': [39, 55, 116, 159], 'conf': 0.94, 'mae': 0.012, 'time': 64.0}
{'type': 'P', 'id': 78, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c170_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c170_11S.jpeg', 'box': [1414, 108, 1449, 147], 'conf': 0.92, 'mae': 0.018, 'time': 160.0}
{'type': 'P', 'id': 79, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c171_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c171_11S.jpeg', 'box': [724, 477, 757, 512], 'conf': 0.95, 'mae': 0.011, 'time': 162.0}
{'type': 'P', 'id': 80, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c172_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c172_11S.jpeg', 'box': [851, 189, 943, 304], 'conf': 0.9, 'mae': 0.022, 'time': 56.0}
{'type': 'P', 'id': 81, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c173_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c173_11S.jpeg', 'box': [1350, 583, 1539, 830], 'conf': 0.85, 'mae': 0.031, 'time': 38.0}
{'type': 'P', 'id': 82, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c174_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c174_11S.jpeg', 'box': [698, 205, 747, 306], 'conf': 0.87, 'mae': 0.028, 'time': 132.0}
{'type': 'P', 'id': 83, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c175_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c175_11S.jpeg', 'box': [952, 892, 1039, 991], 'conf': 0.87, 'mae': 0.028, 'time': 58.0}
{'type': 'P', 'id': 84, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c176_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c176_11S.jpeg', 'box': [809, 35, 824, 54], 'conf': 0.86, 'mae': 0.029, 'time': 181.0}
{'type': 'P', 'id': 85, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c177_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c177_11S.jpeg', 'box': [1351, 233, 1365, 250], 'conf': 0.91, 'mae': 0.02, 'time': 168.0}
{'type': 'P', 'id': 86, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c178_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c178_11S.jpeg', 'box': [65, 455, 124, 544], 'conf': 0.92, 'mae': 0.016, 'time': 94.0}
{'type': 'P', 'id': 87, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c179_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c179_11S.jpeg', 'box': [972, 109, 1032, 169], 'conf': 0.88, 'mae': 0.025, 'time': 83.0}
{'type': 'P', 'id': 88, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c17_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c17_11S.jpeg', 'box': [399, 77, 445, 136], 'conf': 0.85, 'mae': 0.031, 'time': 122.0}
{'type': 'P', 'id': 89, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c180_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c180_11S.jpeg', 'box': [1027, 16, 1111, 150], 'conf': 0.92, 'mae': 0.017, 'time': 65.0}
{'type': 'P', 'id': 90, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c181_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c181_11S.jpeg', 'box': [754, 433, 858, 553], 'conf': 0.94, 'mae': 0.013, 'time': 51.0}
{'type': 'P', 'id': 91, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c182_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c182_11S.jpeg', 'box': [340, 676, 431, 779], 'conf': 0.74, 'mae': 0.054, 'time': 65.0}
{'type': 'P', 'id': 92, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c183_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c183_11S.jpeg', 'box': [636, 36, 707, 120], 'conf': 0.92, 'mae': 0.017, 'time': 81.0}
{'type': 'P', 'id': 93, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c184_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c184_11S.jpeg', 'box': [990, 129, 1048, 207], 'conf': 0.88, 'mae': 0.025, 'time': 133.0}
{'type': 'P', 'id': 94, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c185_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c185_11S.jpeg', 'box': [1626, 508, 1704, 599], 'conf': 0.94, 'mae': 0.013, 'time': 68.0}
{'type': 'P', 'id': 95, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c186_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c186_11S.jpeg', 'box': [229, 527, 311, 637], 'conf': 0.77, 'mae': 0.048, 'time': 68.0}
{'type': 'P', 'id': 96, 'imgL_path': 'E:\\dataset\\dataset\\imgP\\c187_14L.jpeg', 'imgS_path': 'E:\\dataset\\dataset\\imgP\\c187_11S.jpeg', 'box': [339, 26, 404, 107], 'conf': 0.9, 'mae': 0.021, 'time': 87.0}
